index,source,translation,score
593,"In Java, write a program to calculate the factorial of an number.","Di Java, tulis program untuk mengira faktorial nombor.",-0.007088188081979752
594,Write a function in Python to remove duplicates in a list and return the modified list,Tulis fungsi di Python untuk mengalih keluar pendua dalam senarai dan kembalikan senarai yang diubah...,-0.07168421149253845
595,Generate a word list from a given string,Menjana senarai perkataan dari rentetan yang diberikan,0.017863787710666656
596,Create an optimized SQL query for updating a database table.,Buat pertanyaan SQL yang dioptimumkan untuk mengemas kini jadual pangkalan data.,-0.11705002188682556
597,Create a program to delete all the duplicates from a list,Buat program untuk memadam semua pendua dari senarai,0.1638934165239334
598,generate a code to generate an array of n consecutive numbers,menjana kod untuk menghasilkan pelbagai nombor berturut -turut,-0.07248543202877045
599,Create an array of 10 random numbers and print out the sum of all the numbers.,Buat pelbagai 10 nombor rawak dan cetak jumlah semua nombor.,-0.07781301438808441
600,Write a python script to compute the mean of a list of integers.,Tulis skrip python untuk mengira min senarai bilangan bulat.,-0.44622957706451416
601,Generate a random password of 8 characters in Python.,Menghasilkan kata laluan rawak sebanyak 8 aksara dalam python.,-0.05252119526267052
602,Create an HTML form for logging in,Buat borang HTML untuk log masuk,0.4118991792201996
603,Develop a sorting algorithm that sorts an array of integers in ascending order using the selection s...,Membangunkan algoritma penyortiran yang menyusun pelbagai bilangan bulat dalam urutan menaik menggun...,-0.09060652554035187
604,Write a code to combine two nested dictionaries,Tulis kod untuk menggabungkan dua kamus bersarang,-0.1694726049900055
605,Write a function to convert all occurrences of a string to a different string.,Tulis fungsi untuk menukar semua kejadian rentetan ke rentetan yang berbeza.,-0.4636780023574829
606,Optimize the given function to sort an array of integers.,Mengoptimumkan fungsi yang diberikan untuk menyusun pelbagai bilangan bulat.,-0.27705273032188416
607,Write a function to calculate the Shannon information entropy of a given string.,Tulis fungsi untuk mengira entropi maklumat Shannon rentetan yang diberikan.,-0.5366830229759216
608,Suggest a way to reduce the time complexity of the following function.,Cadangkan cara untuk mengurangkan kerumitan masa fungsi berikut.,-0.17712849378585815
609,Create a Ruby class to calculate a car's fuel efficiency. The class should contain a method to calcu...,Buat kelas Ruby untuk mengira kecekapan bahan api kereta. Kelas ini harus mengandungi kaedah untuk m...,-0.2724049687385559
610,Generate a program to generate and print a random square matrix of size N.,Menjana program untuk menjana dan mencetak matriks persegi rawak saiz N.,-0.0946909487247467
611,Design a function to convert a given number to base 2.,Reka bentuk fungsi untuk menukar nombor tertentu ke pangkalan 2.,-0.3954766094684601
612,Develop a library for text annotation.,Membangunkan perpustakaan untuk anotasi teks.,-0.16617566347122192
613,Normalize a comma-separated list of string values.,Menormalkan senarai nilai rentetan yang dipisahkan koma.,-0.07533052563667297
614,Create a script to randomize the elements of a given list.,Buat skrip untuk meramalkan unsur -unsur senarai tertentu.,-0.35425499081611633
615,Write a PHP program to delete all the records in a given table.,Tulis program PHP untuk memadam semua rekod dalam jadual yang diberikan.,0.25323694944381714
616,Modify the following piece of code to remove all punctuation from a given string.,Ubah suai sekeping kod berikut untuk mengalih keluar semua tanda baca dari rentetan yang diberikan.,-0.14612260460853577
617,Develop an algorithm to divide a number by another using the divide and conquer approach,Membangunkan algoritma untuk membahagikan nombor oleh yang lain menggunakan pendekatan membahagikan ...,-0.29847851395606995
618,Generate a class to model a dice that can be rolled.,Menjana kelas untuk memodelkan dadu yang boleh dilancarkan.,-0.2546176612377167
619,Generate a c++ class to count the frequency of the character in a string.,Menjana kelas C ++ untuk mengira kekerapan watak dalam rentetan.,-0.5042501091957092
620,Create a Python dictionary that stores the number of occurrences of each character in a string.,Buat kamus python yang menyimpan bilangan kejadian setiap aksara dalam rentetan.,-0.18071191012859344
621,Rewrite the following for loop to a functional programming approach in Node.,Tulis semula untuk gelung berikut kepada pendekatan pengaturcaraan berfungsi dalam nod.,-0.7201877236366272
622,Write a node.js code to find the reverse of the given string.,Tulis kod Node.js untuk mencari sebaliknya rentetan yang diberikan.,-0.1234767735004425
623,Generate a list of prime numbers of length n,Menjana senarai bilangan utama panjang n,-0.7237667441368103
624,Generate a random password given an input of length and set of characters.,Menjana kata laluan rawak yang diberikan input panjang dan set aksara.,-0.4009403884410858
625,Write a python program to print out the character frequency of a given string.,Tulis program Python untuk mencetak kekerapan watak rentetan yang diberikan.,-0.12665730714797974
626,Can you generate an HTML table with the given data?,Bolehkah anda menjana jadual HTML dengan data yang diberikan?,0.46167850494384766
627,Why the for loop in Java increments the iterator after executing its body?,Kenapa untuk gelung di Java meningkatkan lelaran selepas melaksanakan badannya?,-0.7900481820106506
628,Modify the above code to add sorting functionality based on a given column.,Ubah suai kod di atas untuk menambah fungsi penyortiran berdasarkan lajur yang diberikan.,0.14853933453559875
629,Construct a filter for removing the punctuation from a given string.,Bina penapis untuk mengeluarkan tanda baca dari rentetan yang diberikan.,-0.5346620082855225
630,Develop a Naive Bayes classifier for predicting the sentiment of movie reviews.,Membangunkan pengelas Bayes naif untuk meramalkan sentimen ulasan filem.,-0.3257000148296356
631,Can you build an HTML form to capture the user's login information?,Bolehkah anda membina borang HTML untuk menangkap maklumat log masuk pengguna?,0.4008183181285858
632,Generate a program to convert a decimal to binary number.,Menjana program untuk menukar perpuluhan kepada nombor binari.,-0.002554919570684433
633,Convert the following Ruby code snippet to Python,Tukar coretan kod ruby berikut ke Python,-0.3038955330848694
634,Write a Java program to filter a list of Strings using a given Predicate and print the resulting fil...,Tulis program Java untuk menapis senarai rentetan menggunakan predikat yang diberikan dan mencetak s...,0.09433501958847046
635,Generate a logic circuit using logic gates to the following:,Menjana litar logik menggunakan pintu logik ke yang berikut:,-0.4931444823741913
636,Design a program in R to calculate the mean of a given list.,Reka bentuk program di R untuk mengira min senarai tertentu.,-0.741827666759491
637,Suggest one or multiple techniques to reduce the memory usage of the following code,Cadangkan satu atau beberapa teknik untuk mengurangkan penggunaan memori kod berikut,0.0753304660320282
638,"Create a SQL table for a restaurant menu. The table should include an ID column, a category column, ...","Buat jadual SQL untuk menu restoran. Jadual hendaklah termasuk lajur ID, lajur kategori, lajur nama,...",0.2045718878507614
639,Find a way to optimize the following code snippet to reduce its runtime complexity,Cari cara untuk mengoptimumkan coretan kod berikut untuk mengurangkan kerumitan runtimenya,0.16567951440811157
640,Construct an SQL query to select the five most recent orders of the customers.,Bina pertanyaan SQL untuk memilih lima pesanan terbaru pelanggan.,0.003024693578481674
641,"Using the Python library Keras, create a Multi-Layer Perceptron model to predict the price of an art...","Menggunakan Python Library Keras, buat model perceptron pelbagai lapisan untuk meramalkan harga arti...",-0.3405914306640625
642,Develop a program that can generate random numbers with a given range.,Membangunkan program yang boleh menjana nombor rawak dengan julat tertentu.,-0.23137076199054718
643,Optimize a Quadratic Programming in R.,Mengoptimumkan pengaturcaraan kuadrat di R.,-0.8967223167419434
644,Generate a code snippet to convert a string to an integer in Python.,Menjana coretan kod untuk menukar rentetan ke integer dalam python.,-0.38107621669769287
645,"Design a function to validate a given password according to the following criteria: 

Minimum length...","Reka bentuk fungsi untuk mengesahkan kata laluan yang diberikan mengikut kriteria berikut: 

Panjang...",0.3729141056537628
646,Construct a HTML table which is populated with the following data,Bina jadual HTML yang dihuni dengan data berikut,0.12999501824378967
647,Generate the following HTML using JavaScript,Menjana html berikut menggunakan javascript,-0.2734149694442749
648,Create an algorithm for finding duplicated words in an array of strings,Buat algoritma untuk mencari kata -kata yang diduplikasi dalam pelbagai rentetan,0.3260110318660736
649,Create a program to generate a random array of integers of an input size,Buat program untuk menghasilkan pelbagai integer rawak saiz input,-0.22883856296539307
650,Generate a code that implements a matching game in JavaScript.,Menjana kod yang melaksanakan permainan yang sepadan dalam JavaScript.,-0.1234622448682785
651,Provide a code snippet for a weighted random name generator.,Sediakan coretan kod untuk penjana nama rawak berwajaran.,-0.06644172966480255
652,Design a function to produce an encrypted string from a plaintext string,Reka bentuk fungsi untuk menghasilkan rentetan yang disulitkan dari rentetan plaintext,-0.5256751775741577
653,Create a program to take an array of numbers and rearrange them such that the smallest numbers come ...,Buat program untuk mengambil pelbagai nombor dan menyusun semula mereka supaya nombor terkecil datan...,-9.749829769134521e-05
654,Identify errors and write fix for the following python code,Kenal pasti kesilapan dan tulis Betulkan untuk kod python berikut,0.028437014669179916
655,Generate a SQL query to find the oldest employee of a given company.,Menjana pertanyaan SQL untuk mencari pekerja tertua syarikat tertentu.,-0.003701023757457733
656,Make a code to print the following pyramid,Buat kod untuk mencetak piramid berikut,0.34418824315071106
657,Generate a code to implement an efficient string matching algorithm.,Menjana kod untuk melaksanakan algoritma pemadanan rentetan yang cekap.,-0.041035670787096024
658,Generate a sequence of numbers that are divisible by both 4 and 12,Menjana urutan nombor yang boleh dibahagikan dengan kedua -dua 4 dan 12,-0.4038461446762085
659,Output the given string in uppercase.,Output rentetan yang diberikan dalam huruf besar.,-0.27487513422966003
660,"Generate a SQL query to find the average grade of the students belonging to class ""A"".","Menjana pertanyaan SQL untuk mencari gred purata pelajar milik kelas ""A"".",-0.18941161036491394
661,Write a code that can detect near duplicate passages in a text.,Tulis kod yang dapat mengesan berhampiran petikan pendua dalam teks.,-0.2658100426197052
662,Create a function to get the top N most frequent words in a given sentence,Buat fungsi untuk mendapatkan kata -kata yang paling kerap dalam ayat yang diberikan,-0.31736817955970764
663,Create a code for a text-based user interface for a game.,Buat kod untuk antara muka pengguna berasaskan teks untuk permainan.,0.25629571080207825
664,Create a Python program that counts the occurrence of a specific character in a list,Buat program python yang mengira kejadian watak tertentu dalam senarai,-0.1172536164522171
665,Chop a list of strings into bits of size n.,Potong senarai rentetan ke dalam bit saiz n.,-0.49558916687965393
666,Construct an array that contains the squares of numbers from 1 to 20,Bina array yang mengandungi dataran nombor dari 1 hingga 20,-0.31645873188972473
667,Develop a program to optimize an array of given values,Membangunkan program untuk mengoptimumkan pelbagai nilai yang diberikan,0.005758952349424362
668,Modify the above JavaScript function to throw an error if an empty array is passed as an argument,Ubah suai fungsi JavaScript di atas untuk membuang ralat jika array kosong diluluskan sebagai hujah,-0.07632875442504883
669,Optimize a function using gradient descent.,Mengoptimumkan fungsi menggunakan keturunan kecerunan.,-0.7666341662406921
670,Create a basic HTML page to display the result of a multiplication of two numbers entered by a user.,Buat halaman HTML asas untuk memaparkan hasil pendaraban dua nombor yang dimasukkan oleh pengguna.,0.2092810869216919
671,Create an algorithm to convert a given decimal number to its binary equivalent,Buat algoritma untuk menukar nombor perpuluhan yang diberikan kepada bersamaan binari,-0.06387071311473846
672,Compose a SQL query that returns all records from a table where the value of one of the columns is g...,Tuliskan pertanyaan SQL yang mengembalikan semua rekod dari jadual di mana nilai salah satu lajur le...,-0.22323110699653625
673,Generate a C program to convert a given number into words,Menjana program c untuk menukar nombor tertentu menjadi perkataan,0.03340930491685867
674,Suggest a solution to run a model without incurring large data transfer costs?,Cadangkan penyelesaian untuk menjalankan model tanpa menanggung kos pemindahan data yang besar?,0.4457792341709137
675,Write a JavaScript function to parse an array of strings into an array of integers.,Tulis fungsi JavaScript untuk menghuraikan pelbagai rentetan ke dalam pelbagai bilangan bulat.,-0.2701641023159027
676,Create a function that takes an array of integers and returns a new array with only the even numbers,Buat fungsi yang mengambil pelbagai bilangan bulat dan mengembalikan array baru dengan hanya nombor,-0.15447163581848145
677,Write a sequence of commands to print the output 'Hey there',Tuliskan urutan arahan untuk mencetak output 'Hei ada',-0.2667146325111389
678,Create a program to calculate the sum of the first n odd numbers,Buat program untuk mengira jumlah nombor N yang pertama,-0.18564018607139587
679,Strip the last two characters of a given string.,Jalur dua aksara terakhir rentetan yang diberikan.,-0.7292211651802063
680,Program a Rust function to round a float to the nearest integer.,Program fungsi karat untuk mengapung terapung ke integer terdekat.,-1.2663224935531616
681,Estimate the result of a code snippet,Anggarkan hasil coretan kod,-0.16790378093719482
682,Arrange an array of integers in ascending order.,Susun pelbagai bilangan bulat dalam urutan menaik.,0.08686645328998566
683,"Given a string, convert the characters to lowercase and store it in a new string.","Memandangkan rentetan, tukar aksara ke huruf kecil dan simpan dalam rentetan baru.",-0.3520793616771698
684,Develop a Python script to generate an array of given size filled with random numbers.,Membangunkan skrip python untuk menghasilkan pelbagai saiz yang diberikan dengan nombor rawak.,-0.3444352447986603
685,"Given an array of integers, write an algorithm to find all pairs of numbers whose sum is equal to a ...","Memandangkan pelbagai bilangan bulat, tulis algoritma untuk mencari semua pasang nombor yang jumlahn...",-0.09332458674907684
686,"Generate a PHP program to create a database table with columns for name, contact, and age","Menjana program PHP untuk membuat jadual pangkalan data dengan lajur untuk nama, kenalan, dan umur",0.09099704027175903
687,Create a program that creates a class with variables and methods,Buat program yang mewujudkan kelas dengan pembolehubah dan kaedah,-0.2898549437522888
688,Could you provide a JavaScript implementation of a 'Bubble Sort' algorithm?,Bolehkah anda memberikan pelaksanaan JavaScript algoritma 'gelembung'?,-0.14685311913490295
689,Generate a function that takes an array of strings and returns a new array containing only the strin...,Menjana fungsi yang mengambil pelbagai rentetan dan mengembalikan array baru yang mengandungi hanya ...,-0.4254477024078369
690,Convert the following block of code into assembly language,Tukar blok kod berikut ke dalam bahasa pemasangan,-0.3010695278644562
691,Develop a Neural Network model to predict the stock market index,Membangunkan model rangkaian saraf untuk meramalkan indeks pasaran saham,0.475428968667984
692,"Rewrite this snippet using ""while"" loop","Tulis semula coretan ini menggunakan gelung ""Semasa""",-0.43184101581573486
693,Implement a merge sort algorithm to sort the given array of integers in the ascending order.,Melaksanakan algoritma jenis gabungan untuk menyusun pelbagai integer yang diberikan dalam urutan me...,-0.14621005952358246
694,Use regular expressions to convert HTML tags to markdown,Gunakan ungkapan biasa untuk menukar tag html ke markdown,-0.056088630110025406
695,Can you generate an algorithm to compute the greatest common divisor between two numbers?,Bolehkah anda menjana algoritma untuk mengira pembahagi biasa antara dua nombor?,0.2602483630180359
696,Generate code for a function that takes in a string and returns a new string with the original strin...,Menjana kod untuk fungsi yang mengambil rentetan dan mengembalikan rentetan baru dengan aksara rente...,-0.40310993790626526
697,Generate a random 6-digit number using Python,Menjana nombor 6 digit secara rawak menggunakan python,0.2394847273826599
698,Create a function that receives a list of strings and prints out the number of characters in the lon...,Buat fungsi yang menerima senarai rentetan dan mencetak bilangan aksara dalam rentetan terpanjang da...,-0.38402146100997925
699,Develop a game in Unity3D where the user controls a character and must collect coins and avoid obsta...,Membangunkan permainan di Unity3D di mana pengguna mengawal watak dan mesti mengumpul duit syiling d...,0.41081729531288147
700,Create a JUnit test to test a method that checks whether a string contains at least one digit charac...,Buat ujian Junit untuk menguji kaedah yang memeriksa sama ada rentetan mengandungi sekurang -kurangn...,-0.06997822225093842
701,Construct a script to search for a string in a text.,Bina skrip untuk mencari rentetan dalam teks.,-0.047355007380247116
702,Create a class to store and operate on complex numbers,Buat kelas untuk menyimpan dan beroperasi pada nombor kompleks,-0.5579818487167358
703,Remove the duplicates from the following list and sort the list,Keluarkan pendua dari senarai berikut dan sisakkan senarai,-0.41438058018684387
704,Write a function to find the maximum number of overlapping intervals of intervals.,Tulis fungsi untuk mencari bilangan maksimum selang selang selang.,-0.5735868215560913
705,Create a SQL query to select the product ID and its respective price from a given table.,Buat pertanyaan SQL untuk memilih ID produk dan harga masing -masing dari jadual yang diberikan.,-0.04260547086596489
706,Generate a SQL query to get the oldest customers from a database table.,Menjana pertanyaan SQL untuk mendapatkan pelanggan tertua dari jadual pangkalan data.,-0.3637606203556061
707,Write a function that converts a given string to its integer equivalent in the given base,Tulis fungsi yang menukarkan rentetan yang diberikan kepada setara integernya di pangkalan yang dibe...,-0.9474086165428162
708,Write a python program that can parse a JSON string,Tulis program python yang boleh menghuraikan tali json,-0.3146655857563019
709,Generate a program to sort a dictionary's keys by their values in descending order.,Menjana program untuk menyusun kunci kamus dengan nilai -nilai mereka dalam urutan menurun.,-0.3082786500453949
710,Implement a password hashing feature using bcrypt.,Melaksanakan ciri hashing kata laluan menggunakan BCRYPT.,-0.19879835844039917
711,Write an optimized SQL query to fetch the top 5 records (based on a timestamp) of a users table.,Tulis pertanyaan SQL yang dioptimumkan untuk mengambil rekod teratas 5 (berdasarkan cap waktu) jadua...,-0.2767934203147888
712,Write a function that takes a string and returns a dictionary containing the frequency of each chara...,Tulis fungsi yang mengambil rentetan dan mengembalikan kamus yang mengandungi kekerapan setiap aksar...,-0.6031391024589539
713,Create a JavaScript library to format dates,Buat perpustakaan JavaScript untuk memformat tarikh,-0.13486546277999878
714,Design a genetic algorithm to optimize the cost of traveling from one location to another.,Reka bentuk algoritma genetik untuk mengoptimumkan kos perjalanan dari satu lokasi ke lokasi yang la...,0.6174042224884033
715,Create a function that counts the occurrences of a certain character in a string.,Buat fungsi yang mengira kejadian watak tertentu dalam rentetan.,-0.6619976162910461
716,Write a MySQL query to find the most recent record in a table containing records with timestamps.,Tulis pertanyaan MySQL untuk mencari rekod terbaru dalam jadual yang mengandungi rekod dengan cap wa...,-0.1674637794494629
717,Create a function in javascript to convert a string to a number.,Buat fungsi dalam JavaScript untuk menukar rentetan ke nombor.,-0.14323610067367554
718,Design a neural network architecture in PyTorch that predicts the sentiment score of a given sentenc...,Reka bentuk seni bina rangkaian saraf di pytorch yang meramalkan skor sentimen ayat yang diberikan.,-0.3071001172065735
719,Write an algorithm to implement an efficient string search through a text.,Tulis algoritma untuk melaksanakan carian rentetan yang cekap melalui teks.,0.142937570810318
720,Create a program in JavaScript to calculate the day of the week for any given date.,Buat program di JavaScript untuk mengira hari dalam seminggu untuk sebarang tarikh tertentu.,-0.011506162583827972
721,Generate a program to classify an animal based on its attributes,Menjana program untuk mengklasifikasikan haiwan berdasarkan sifatnya,0.500076949596405
722,Design an Angular program to create a user interface for a ToDo List application.,Reka bentuk program sudut untuk membuat antara muka pengguna untuk aplikasi Senarai Todo.,-0.5673531889915466
723,Create a module to authenticate users' passwords.,Buat modul untuk mengesahkan kata laluan pengguna.,0.4794206917285919
724,Create a function that takes any string as argument and returns the string in uppercase.,Buat fungsi yang mengambil sebarang rentetan sebagai hujah dan mengembalikan rentetan dalam huruf be...,-0.6654157042503357
725,Generate a program which prints out a diamond star pattern of size n.,Menjana program yang mencetak corak bintang berlian saiz n.,-0.41397255659103394
726,Develop a program to find kth smallest element in an array,Membangunkan program untuk mencari elemen terkecil kth dalam pelbagai,-0.5875123739242554
727,"Create a code snippet that uses the Django ORM to create a new row in a database table called ""Users...",Buat coretan kod yang menggunakan Django Orm untuk membuat baris baru dalam jadual pangkalan data ya...,-0.16765330731868744
728,Develop a JavaScript function to create a multidimensional array of arbitrary width and height,Membangunkan fungsi JavaScript untuk mencipta pelbagai lebar dan ketinggian sewenang -wenang,-0.09244553744792938
729,Generate code to count the number of characters in a given text.,Menjana kod untuk mengira bilangan aksara dalam teks tertentu.,0.2895720303058624
730,Generate code to print the number of different characters in a string.,Menjana kod untuk mencetak bilangan aksara yang berbeza dalam rentetan.,0.1471063792705536
731,Create an algorithm that returns the elements of two linked lists that intersect.,Buat algoritma yang mengembalikan unsur -unsur dua senarai berkaitan yang bersilang.,-0.2939830422401428
732,Design an Android app to keep track of personal tasks,Reka bentuk aplikasi Android untuk menjejaki tugas peribadi,-0.012176420539617538
733,Generate a valid SQL query to find the sum of salaries of all employees in a given organization,Menjana pertanyaan SQL yang sah untuk mencari jumlah gaji semua pekerja dalam organisasi tertentu,-0.05054996535181999
734,Write a Python code to sort a dictionary by values,Tulis kod python untuk menyusun kamus dengan nilai,-0.18182525038719177
735,Suggest a program to calculate the dot product of two vectors,Cadangkan program untuk mengira produk titik dua vektor,-0.17814667522907257
736,Write code for a function that searches a string for a given pattern.,Tulis kod untuk fungsi yang mencari rentetan untuk corak yang diberikan.,-0.346852570772171
737,Identify the entity in the following sentence.,Kenal pasti entiti dalam ayat berikut.,-0.14181005954742432
738,Construct an SQL query to calculate the average salaries of employees in each department.,Membina pertanyaan SQL untuk mengira gaji purata pekerja di setiap jabatan.,0.3045276403427124
739,Create an algorithm that takes an array of integers and rearranges them so that the even numbers com...,Buat algoritma yang mengambil pelbagai bilangan bulat dan menyusun semula mereka supaya nombor -nomb...,-0.5066491961479187
740,"Given a string of characters, write a code that finds the longest continuous substring of unique cha...","Memandangkan rentetan aksara, tulis kod yang mendapati substring berterusan watak yang unik.",-0.5555148720741272
741,Convert a sorted array of integers into a balanced binary search tree.,Tukar pelbagai bilangan bulat ke dalam pokok carian binari yang seimbang.,-0.5971950888633728
742,Design a Ruby class to store and operate on complex numbers,Reka Kelas Ruby untuk Menyimpan dan Beroperasi dengan Nombor Kompleks,-0.48777052760124207
743,Create an optimized sorting algorithm to sort an array of numbers in O(nLog(n)) time.,Buat algoritma penyortiran yang dioptimumkan untuk menyusun pelbagai nombor dalam masa O (NLOG (N)).,-0.28275150060653687
744,Generate a program to extract the substring from a given string,Menjana program untuk mengekstrak substring dari rentetan yang diberikan,-0.31976616382598877
745,Develop a script to scrape the web for an user's social media posts.,Membangunkan skrip untuk mengikis web untuk jawatan media sosial pengguna.,-0.7451922297477722
746,Design a Python class to store customer purchase histories.,Reka bentuk kelas python untuk menyimpan sejarah pembelian pelanggan.,-0.20068496465682983
747,Generate a list of primes of length n.,Menjana senarai prima panjang n.,-0.8427817821502686
748,Check if two strings are an anagram.,Semak sama ada dua rentetan adalah anagram.,-0.5699650049209595
749,Create a K-Nearest Neighbors classifier model in Python for predicting the sale price of a used car.,Buat model pengelas jiran K-terdekat dalam Python untuk meramalkan harga jualan kereta terpakai.,-0.3863307535648346
750,Create a program that takes in a string and multiplies it by itself a user specified number of times,Buat program yang mengambil rentetan dan mendarabkan dengan sendirinya pengguna yang ditentukan bila...,-0.30189356207847595
751,Generate Python code that uses a list comprehension to take a given list of numbers and multiple eac...,Menjana kod python yang menggunakan pemahaman senarai untuk mengambil senarai nombor dan berbilang s...,-0.11941099166870117
752,Generate an algorithm for text summarization,Menjana algoritma untuk ringkasan teks,0.3568909168243408
753,Create an algorithm to detect fraudulent transactions,Buat algoritma untuk mengesan urus niaga penipuan,0.5676358938217163
754,Generate a program that takes an array of numbers and computes the mean value.,Menjana program yang mengambil pelbagai nombor dan mengira nilai min.,-0.5994743704795837
755,Write a query to find column names in a specific database table.,Tulis pertanyaan untuk mencari nama lajur dalam jadual pangkalan data tertentu.,-0.2388644516468048
756,Write a code to generate a random string of 16 characters,Tulis kod untuk menghasilkan rentetan rawak 16 aksara,0.3881525993347168
757,Create a Swift program to filter out elements from an array that are not a multiple of 5.,Buat program SWIFT untuk menapis unsur -unsur dari array yang bukan pelbagai 5.,-0.6609753966331482
758,Implement a function in Python to calculate the standard deviation of a list,Melaksanakan fungsi dalam python untuk mengira sisihan piawai senarai,-0.4507848918437958
759,Suggest an efficient query to retrieve the maximum value from an SQL table.,Cadangkan pertanyaan yang cekap untuk mendapatkan nilai maksimum dari jadual SQL.,-0.1752951443195343
760,Solve the given Roman numerals equation using your preferred programming language.,Selesaikan persamaan angka Rom yang diberikan menggunakan bahasa pengaturcaraan pilihan anda.,0.20802545547485352
761,Create a SQL query to delete the records from a given table where the name begins with a given prefi...,Buat pertanyaan SQL untuk memadam rekod dari jadual yang diberikan di mana nama bermula dengan awala...,-0.4020957052707672
762,Create a SQL query to find the average cost of cars in the year 2018.,Buat pertanyaan SQL untuk mencari kos purata kereta pada tahun 2018.,0.4231218993663788
763,Design a program which encrypts a given string replacing all the vowels with the corresponding succe...,Reka bentuk program yang menyulitkan rentetan yang diberikan menggantikan semua vokal dengan vokal b...,-0.4633719027042389
764,Generate an equation that sorts a given array.,Menjana persamaan yang menyusun pelbagai array.,-0.3978246748447418
765,Update the program code so that it prints out a message if a inputted number is greater than 10.,Kemas kini kod program supaya ia mencetak mesej jika nombor input lebih besar daripada 10.,0.3057152330875397
766,Calculate the mean of an array of integers,Kirakan min pelbagai bilangan bulat,-0.7606330513954163
767,Provide a Java code snippet to calculate the average of three input numbers.,Sediakan coretan kod Java untuk mengira purata tiga nombor input.,0.10914553701877594
768,Write a function to round a number to the closest multiple of 8.,Tulis fungsi untuk bulat nombor ke pelbagai terdekat 8.,-0.8811648488044739
769,Generate code in a programming language of your choice to remove all vowels from a given string.,Menjana kod dalam bahasa pengaturcaraan pilihan anda untuk menghapuskan semua vokal dari rentetan ya...,-0.26315149664878845
770,Construct a Python program that implements a game of Rock-Paper-Scissors.,Membina program python yang melaksanakan permainan gunting kertas rock.,-0.4860253632068634
771,"Given a dictionary of student scores, generate a program to calculate the average","Memandangkan kamus skor pelajar, menjana program untuk mengira purata",-0.45244473218917847
772,"Generate a random password of 8 letters, numbers, and symbols","Menjana kata laluan rawak 8 huruf, nombor, dan simbol",0.4748886525630951
773,Develop a java method that can calculate grade point average.,Membangunkan kaedah Java yang boleh mengira purata titik gred.,-0.4165606200695038
774,Write an algorithm in JavaScript that would return the first non-repeating character in a given stri...,Tulis algoritma dalam JavaScript yang akan mengembalikan watak yang tidak berulang pertama dalam ren...,-0.18124878406524658
775,Generate a Java code to calculate the mean of an array of numbers.,Menjana kod Java untuk mengira min pelbagai nombor.,-0.5287391543388367
776,Evaluate the result of the following SQL statement.,Menilai hasil penyataan SQL berikut.,-0.0032347925007343292
777,Generate a function in Java that implements bubble sort for an array of integers.,Menjana fungsi dalam Java yang melaksanakan jenis gelembung untuk pelbagai bilangan bulat.,-0.7239570021629333
778,Write an optimized Python code snippet to reverse the words in a given string.,Tulis coretan kod Python yang dioptimumkan untuk membalikkan kata -kata dalam rentetan yang diberika...,0.048890382051467896
779,Generate a program to concatenate two strings.,Menjana program untuk menggabungkan dua rentetan.,-0.5138401389122009
780,Transform the following 2D array into a comma separated string,Ubah array 2D berikut menjadi rentetan koma yang dipisahkan,0.008621927350759506
781,Develop a method to remove all non-letter characters from a given string.,Membangunkan kaedah untuk mengeluarkan semua aksara bukan huruf dari rentetan yang diberikan.,-0.17998680472373962
782,"Create an asynchronous JavaScript function that takes an array of integers as input, and calls a cal...","Buat fungsi JavaScript tak segerak yang mengambil pelbagai integer sebagai input, dan memanggil fung...",-0.47600260376930237
783,Implement the an algorithm for sorting a given array in ascending order,Melaksanakan algoritma untuk menyusun array yang diberikan dalam urutan menaik,0.07916612923145294
784,Generate a list comprehension to multiply each number in the given list by 2.,Menjana pemahaman senarai untuk membiak setiap nombor dalam senarai yang diberikan oleh 2.,-0.5729203820228577
785,Create a reverse polish notation calculator.,Buat kalkulator notasi menggilap terbalik.,-0.5092372894287109
786,Develop a stopwords filter for English sentences.,Kembangkan penapis Words untuk ayat bahasa Inggeris.,-0.18290837109088898
787,Specify a regex expression to match a pattern in a string,Tentukan ungkapan regex untuk memadankan corak dalam rentetan,-0.5763630270957947
788,"Write a code snippet to initialize a string variable with a value of ""Hello world!"".","Tulis coretan kod untuk memulakan pembolehubah rentetan dengan nilai ""Hello World!"".",-0.12373773753643036
789,Construct an algorithm to flatten a given nested list of arbitary depth,Bina algoritma untuk meratakan senarai bersarang kedalaman timbang tara,-0.5278266668319702
790,Create a function to get the biggest value from a dictionary,Buat fungsi untuk mendapatkan nilai terbesar dari kamus,-0.23990604281425476
791,Create a script in JavaScript to reverse a string,Buat skrip di JavaScript untuk membalikkan rentetan,0.2346140742301941
792,Implement an algorithm to convert a integer number to a string,Melaksanakan algoritma untuk menukar nombor integer ke rentetan,-0.1278904676437378
793,Generate a regular expression to match a valid email address.,Menjana ungkapan biasa untuk memadankan alamat e -mel yang sah.,-0.3652014434337616
794,Create a program to implement a breadth-first search.,Buat program untuk melaksanakan carian terlebih dahulu.,-0.14002031087875366
795,Parses a query string and returns the key-value pairs.,Parses rentetan pertanyaan dan mengembalikan pasangan nilai kunci.,-0.2481766641139984
796,Write a code to remove all whitespace from a string,Tulis kod untuk mengeluarkan semua ruang putih dari rentetan,-0.2930384576320648
797,Generate an HTML table from a JavaScript array of objects,Menjana jadual HTML dari pelbagai objek JavaScript,0.21096158027648926
