index,source,translation,score
598,Generate a random password of 8 characters long consisting of uppercase and lowercase letters and di...,Menjana kata laluan rawak 8 aksara yang terdiri daripada huruf besar dan huruf kecil dan digit.,0.1770666241645813
599,Generate an HTML page with a table that displays the names and ages of a given list of people.,Menjana halaman HTML dengan jadual yang memaparkan nama dan umur senarai orang yang diberikan.,0.02686431258916855
600,Generate an array of 10 random numbers between 0 and 5,Menjana pelbagai 10 nombor rawak antara 0 dan 5,0.0029451437294483185
601,Create a function to calculate the dot product of two lists.,Buat fungsi untuk mengira produk titik dua senarai.,-0.6931804418563843
602,"Optimize the following SQL query to retrieve all rows from the table with at least one Task:
SELECT ...",Mengoptimumkan pertanyaan SQL berikut untuk mengambil semua baris dari jadual dengan sekurang -kuran...,-0.7080846428871155
603,Construct a decision tree classifier to classify animals.,Membina pengelas pokok keputusan untuk mengklasifikasikan haiwan.,-0.6090293526649475
604,Write a function that takes a two-dimensional array of characters and returns true or false reflecti...,Tulis fungsi yang mengambil pelbagai aksara dua dimensi dan pulangan benar atau palsu mencerminkan s...,-0.5400369763374329
605,Compute the total number of ways to construct a target string from a given dictionary of strings.,Kirakan jumlah cara untuk membina rentetan sasaran dari kamus rentetan yang diberikan.,-0.34955349564552307
606,Generate a sequence of Fibonacci numbers up to a given limit,Menjana urutan nombor Fibonacci sehingga had tertentu,-0.1796341985464096
607,Develop code to sum the elements of a list.,Membangunkan kod untuk menyimpulkan unsur -unsur senarai.,-0.1700545847415924
608,Write an Android app to display a personalized greeting message.,Tulis aplikasi Android untuk memaparkan mesej ucapan yang diperibadikan.,-0.07635888457298279
609,Construct a program in Python to filter a list of stocks by price,Bina program di Python untuk menapis senarai stok mengikut harga,0.5753717422485352
610,Implement a class-level decorator in Python to time the execution of a method.,Melaksanakan penghias peringkat kelas di Python hingga ke semasa pelaksanaan kaedah.,-0.6273593306541443
611,Create a MySQL database schema for storing user comments. The schema should include one table for st...,Buat skema pangkalan data MySQL untuk menyimpan komen pengguna. Skema ini harus memasukkan satu jadu...,0.4192343056201935
612,Construct a SQL statement to find the average sales of each store in a retail sales table.,Bina penyataan SQL untuk mencari jualan purata setiap kedai dalam jadual jualan runcit.,0.11476127803325653
613,Translate the proceeding sentence into Spanish.,Terjemahkan hukuman prosiding ke dalam bahasa Sepanyol.,0.2408965826034546
614,Generate a correct Python program that implements a depth-first search algorithm.,Menjana program python yang betul yang melaksanakan algoritma carian pertama.,-0.07162325084209442
615,Design an algorithm to filter a given array of numbers by removing duplicate elements.,Reka bentuk algoritma untuk menapis pelbagai nombor yang diberikan dengan mengeluarkan elemen pendua...,-0.16165821254253387
616,"Given a list of strings, convert each of them to a unique integer.","Memandangkan senarai rentetan, tukar masing -masing ke integer yang unik.",-0.7229243516921997
617,Write a code for drawing a circle with radius r,Tulis kod untuk melukis bulatan dengan jejari r,-0.006549157202243805
618,Construct a Decision Tree to predict car prices.,Membina pokok keputusan untuk meramalkan harga kereta.,-0.4572887420654297
619,Generate pseudocode to calculate the average of a two-dimensional array,Menjana pseudocode untuk mengira purata array dua dimensi,0.09214599430561066
620,Write a function to calculate whether or not a given number is a perfect number,Tulis fungsi untuk mengira sama ada nombor tertentu adalah nombor yang sempurna,-0.037685830146074295
621,Create a React component hierarchy to render a simple text form,Buat hierarki komponen React untuk menjadikan bentuk teks mudah,0.4735861122608185
622,Construct a javascript function to validate a given email,Bina fungsi JavaScript untuk mengesahkan e -mel yang diberikan,0.21566087007522583
623,Generate a random positive integer.,Menjana integer positif rawak.,-0.9525853395462036
624,Write a python program to detect the occurrence of a given string in another large string.,Tulis program Python untuk mengesan kejadian rentetan yang diberikan dalam rentetan besar yang lain.,-0.28842535614967346
625,Construct a program that fires an action when any key is pressed.,Membina program yang membakar tindakan apabila mana -mana kunci ditekan.,-0.45791998505592346
626,Suggest patterns for a regular expression matching email addresses.,Cadangkan corak untuk alamat e -mel yang sepadan dengan ekspresi biasa.,-0.08952729403972626
627,Generate a code snippet to log the application execution time.,Menjana coretan kod untuk log masa pelaksanaan permohonan.,-0.07582220435142517
628,Find the expected value of a dice roll.,Cari nilai yang diharapkan dari roll dadu.,-0.25838252902030945
629,Write a Python program to sort the characters in a given string in reverse alphabetical order.,Tulis program python untuk menyusun watak -watak dalam rentetan yang diberikan dalam susunan abjad t...,0.12262478470802307
630,Create a function to print the nth term of a Pascal's triangle,Buat fungsi untuk mencetak istilah ke segi tiga Pascal,-0.5716099143028259
631,Compute the time complexity of the following code:,Kirakan kerumitan masa kod berikut:,-0.28052112460136414
632,Generate a program for finding all prime factors of a number,Menjana program untuk mencari semua faktor utama nombor,-0.37858089804649353
633,Generate optimized SQL query to retrieve data from a database table,Menjana pertanyaan SQL yang dioptimumkan untuk mendapatkan data dari jadual pangkalan data,-0.10363800823688507
634,Build a classifier using random forest to predict an outcome.,Bina pengelas menggunakan hutan rawak untuk meramalkan hasilnya.,-0.389286607503891
635,Write the code to print a welcome message along with the current date of execution on the screen,Tulis kod untuk mencetak mesej selamat datang bersama dengan tarikh pelaksanaan semasa di skrin,0.2245996743440628
636,Generate a 10-digit random number.,Menjana nombor rawak 10 digit.,-0.04371153935790062
637,Compute the maximum value from an array of integers.,Kirakan nilai maksimum dari pelbagai bilangan bulat.,0.319832444190979
638,Create a function to rotate a 2D array (square matrix) of size NxN,Buat fungsi untuk memutar array 2D (matriks persegi) saiz NXN,-0.4762231409549713
639,Write a function that checks for a string palindrome,Tulis fungsi yang memeriksa palindrom rentetan,-0.8240451812744141
640,Create a web page to display the following table.,Buat laman web untuk memaparkan jadual berikut.,-0.052318986505270004
641,Construct an FSM to recognize all strings that start with either two a's or two b's and end with two...,Bina FSM untuk mengenali semua rentetan yang bermula dengan sama ada dua A atau dua B dan berakhir d...,-0.3181571662425995
642,Write a JavaScript code snippet to generate a random number in the range of 1-10.,Tulis coretan kod JavaScript untuk menghasilkan nombor rawak dalam julat 1-10.,0.30216309428215027
643,Generate an algorithm to compute the sum of an array of numbers.,Menjana algoritma untuk mengira jumlah pelbagai nombor.,0.10795193910598755
644,Generate a class to represent a linked list node.,Menjana kelas untuk mewakili nod senarai yang dipautkan.,-0.6061237454414368
645,Generate a class and method to deserialize a json string into an object,Menjana kelas dan kaedah untuk menghilangkan rentetan JSON ke dalam objek,-0.44624367356300354
646,Answer the following question,Jawab soalan berikut,0.8451167941093445
647,Generate a Javascript library which implements a physics engine. The library should include function...,Menjana perpustakaan JavaScript yang melaksanakan enjin fizik. Perpustakaan harus memasukkan fungsi ...,-0.521690309047699
648,Generate a code that will find the intersection of two given lists,Menjana kod yang akan menemui persimpangan dua senarai yang diberikan,-0.0295686237514019
649,Determine the compound type of the given chemical,Tentukan jenis kompaun bahan kimia yang diberikan,0.19893217086791992
650,Create a SQL query to add a column to a table with the same name as that of another existing column.,Buat pertanyaan SQL untuk menambah lajur ke jadual dengan nama yang sama dengan lajur lain yang ada.,-0.24946805834770203
651,Implement a method that takes an array of strings and finds the longest common prefix among the give...,Melaksanakan kaedah yang mengambil pelbagai rentetan dan mendapati awalan biasa terpanjang di antara...,-0.4744334816932678
652,Generate an HTML page with a table displaying film ratings from a list of films.,Menjana halaman HTML dengan jadual yang memaparkan penilaian filem dari senarai filem.,0.07719939947128296
653,Generate a list of alphabets in Python,Menjana senarai huruf dalam python,-0.19385123252868652
654,Generate a SQL query to retrieve all customer records from a Customer table where the customer's age...,Menjana pertanyaan SQL untuk mengambil semua rekod pelanggan dari jadual pelanggan di mana umur pela...,-0.13695938885211945
655,Develop a function that predicts the price of an item,Mengembangkan fungsi yang meramalkan harga item,0.2170085608959198
656,Create a program to search a query string in an array of strings.,Buat program untuk mencari rentetan pertanyaan dalam pelbagai rentetan.,-0.336308091878891
657,Generate a feature vector in R.,Menjana vektor ciri dalam R.,-0.6293641924858093
658,"Prepare a SQL query to retrieve all records from a table named ""customer"".","Sediakan pertanyaan SQL untuk mendapatkan semua rekod dari jadual yang dinamakan ""Pelanggan"".",-0.4227205812931061
659,Develop a search function that searches for a string in a specified array of strings.,Membangunkan fungsi carian yang mencari rentetan dalam pelbagai rentetan yang ditentukan.,-0.16332502663135529
660,"Create a HTML code snippet to show a button with the text ""Submit"".","Buat coretan kod HTML untuk menunjukkan butang dengan teks ""Hantar"".",0.14056386053562164
661,Create a function to calculate the average and max student scores from an array of grades.,Buat fungsi untuk mengira skor pelajar purata dan maksimum dari pelbagai gred.,-0.16517601907253265
662,Identify and fix the error in this code snippet,Kenal pasti dan selesaikan ralat dalam coretan kod ini,0.052091144025325775
663,Optimize the following code snippet written in Java that reverses a given string,Mengoptimumkan coretan kod berikut yang ditulis di Java yang membalikkan rentetan yang diberikan,-0.4092611074447632
664,Write an SQL query to retrieve all the sales records from the customer table,Tulis pertanyaan SQL untuk mendapatkan semua rekod jualan dari jadual pelanggan,-0.07269029319286346
665,Create a program that takes an array of strings and returns a dictionary with the frequency of each ...,Buat program yang mengambil pelbagai rentetan dan mengembalikan kamus dengan kekerapan setiap perkat...,-0.35302022099494934
666,Generate random strings of fixed length in Python.,Menjana rentetan rawak panjang tetap dalam python.,-0.7852985858917236
667,Write a PHP script to connect to a MySQL database and retrieve records from a table.,Tulis skrip PHP untuk menyambung ke pangkalan data MySQL dan dapatkan rekod dari jadual.,0.02088334411382675
668,Develop a web page using HTML and CSS that displays a table with a list of some fictional cities and...,Membangunkan laman web menggunakan HTML dan CSS yang memaparkan jadual dengan senarai beberapa banda...,0.28700295090675354
669,Use the Random Forest Classifier to train a model on a given dataset of hand-written digits.,Gunakan pengelas hutan rawak untuk melatih model pada dataset yang diberikan digit bertulis tangan.,-0.5481873154640198
670,Construct a SQL query to update a table with the new value for a certain field.,Bina pertanyaan SQL untuk mengemas kini jadual dengan nilai baru untuk medan tertentu.,-0.32236823439598083
671,Generate an array of size 10 with random float values limited to 2 decimal places.,Menjana pelbagai saiz 10 dengan nilai terapung rawak terhad kepada 2 tempat perpuluhan.,-0.7426710724830627
672,Convert the following LLVM code to assembly language,Tukar kod LLVM berikut ke bahasa pemasangan,-0.24414882063865662
673,Update the code to use an array's reduce method instead of a for loop.,Kemas kini kod untuk menggunakan kaedah pengurangan array dan bukannya untuk gelung.,-0.4902116358280182
674,Find the median of a given list of numbers,Cari median senarai nombor yang diberikan,-0.4387950003147125
675,Generate a Python dictionary that contains the count of the characters in a given string.,Menjana kamus python yang mengandungi kiraan watak -watak dalam rentetan yang diberikan.,-0.43904200196266174
676,Create an algorithm to find a given string in another string,Buat algoritma untuk mencari rentetan yang diberikan dalam rentetan lain,-0.18250831961631775
677,Create a HTML page for entering an employee's details in a form.,Buat halaman HTML untuk memasukkan butiran pekerja dalam bentuk.,-0.2978306710720062
678,Generate an HTML page that displays a given list of names in a table.,Menjana halaman HTML yang memaparkan senarai nama yang diberikan dalam jadual.,0.04258511960506439
679,Generate random numbers in a given range using a linear congruential generator.,Menjana nombor rawak dalam julat yang diberikan menggunakan penjana kongruen linear.,0.09022176265716553
680,Rearrange the following given list of integers such that they are in descending order,Susun semula senarai bilangan bulat yang diberikan sedemikian rupa sehingga mereka berada dalam urut...,0.2823411524295807
681,Create a program that prints the Tree data structure,Buat program yang mencetak struktur data pokok,-0.13509449362754822
682,"Generate a SQL query to find the names of all people in a ""clients"" table who have a total of more t...","Menjana pertanyaan SQL untuk mencari nama semua orang dalam jadual ""pelanggan"" yang mempunyai lebih ...",-0.3582780659198761
683,Create a Haskell program that takes in an array and checks for duplicates.,Buat program Haskell yang mengambil pelbagai dan cek untuk pendua.,-1.085302710533142
684,Create a function that accepts a string argument and returns a frequency table of each letter in the...,Buat fungsi yang menerima argumen rentetan dan pulangan jadual kekerapan setiap huruf dalam rentetan...,-0.5190802216529846
685,Create an SQL query that calculates the average salary of the employees.,Buat pertanyaan SQL yang mengira gaji purata pekerja.,-0.3244743049144745
686,Generate a random string of a given length n with only the characters a-z,Menghasilkan rentetan rawak panjang n dengan hanya aksara a-z,-0.3044206500053406
687,Convert the code into an equivalent loop.,Tukar kod ke dalam gelung yang setara.,-0.6353704929351807
688,Write a Python script to list a directory's contents.,Tulis skrip python untuk menyenaraikan kandungan direktori.,-0.08851538598537445
689,Change the following piece of code to include const keyword for all variables.,Tukar sekeping kod berikut untuk memasukkan kata kunci const untuk semua pembolehubah.,-0.21411585807800293
690,Create a code to remove the punctuations from a given text.,Buat kod untuk mengeluarkan tanda baca dari teks tertentu.,0.14074112474918365
691,Create a program that given a string containing a comma separated list of numbers returns the larges...,Buat program yang diberikan rentetan yang mengandungi senarai nombor yang dipisahkan koma mengembali...,-0.517565131187439
692,Modify the following code to output an alphabetically sorted list of words,Ubah suai kod berikut untuk mengeluarkan senarai perkataan yang disusun mengikut abjad,0.46707409620285034
693,Develop an algorithm to sort an array of size n in descending order in Java.,Membangunkan algoritma untuk menyusun pelbagai saiz n dalam urutan menurun di Jawa.,-0.24336469173431396
694,"Generate a SQL query that updates a column in a database table, given a condition.","Menjana pertanyaan SQL yang mengemas kini lajur dalam jadual pangkalan data, diberi syarat.",-0.466015487909317
695,Describe the purpose of the following JavaScript code.,Huraikan tujuan kod JavaScript berikut.,0.6064339876174927
696,Edit the code in order to make it count the number of vowels in a string.,Edit kod untuk menjadikannya mengira bilangan vokal dalam rentetan.,0.12407158315181732
697,Create an algorithm to calculate the mean of an array of integers.,Buat algoritma untuk mengira min pelbagai integer.,-0.3675188720226288
698,Design a database (tables and columns) to store student information,Reka bentuk pangkalan data (jadual dan lajur) untuk menyimpan maklumat pelajar,0.12539517879486084
699,Create a Python function that calculates the factorial of a given number,Buat fungsi python yang mengira faktorial nombor tertentu,-0.15663433074951172
700,Write an algorithm to sort an array of numbers in non-decreasing order.,Tulis algoritma untuk menyusun pelbagai nombor dalam urutan yang tidak dikurangkan.,-0.16662392020225525
701,Suggest a solution for the following prompt.,Cadangkan penyelesaian untuk prompt berikut.,0.3512572944164276
702,Create a python program for creating a dictionaries of char count in a given string.,Buat program Python untuk mencipta kamus kiraan char dalam rentetan yang diberikan.,-0.1167178601026535
703,Irrigate land using Python code.,Mengairi tanah menggunakan kod python.,0.0047628991305828094
704,Suggest alternate and opinionated solutions to this specific programming problem.,Cadangkan penyelesaian alternatif dan pendapat kepada masalah pengaturcaraan khusus ini.,0.29332801699638367
705,Generate code for a for-loop that prints the elements of a list.,Menjana kod untuk gelung yang mencetak unsur-unsur senarai.,-0.6415807008743286
706,Develop a Swift algorithm to compute the factorial of the provided number.,Membangunkan algoritma pantas untuk mengira faktorial nombor yang disediakan.,-0.07585413753986359
707,Generate machine code from the given assembly program.,Menjana kod mesin dari program pemasangan yang diberikan.,-0.18744871020317078
708,Write a function that builds an HTML table from a dictionary.,Tulis fungsi yang membina jadual HTML dari kamus.,-0.21547435224056244
709,Generate a Google Apps script to convert the units of the given measurement,Menjana skrip aplikasi Google untuk menukar unit pengukuran yang diberikan,-0.05113568529486656
710,"Generate a random password with at least 8 characters containing at least one upper-case alphabet, o...",Menjana kata laluan rawak dengan sekurang-kurangnya 8 aksara yang mengandungi sekurang-kurangnya sat...,0.04529189690947533
711,Generate a Python program to optimize an array of numbers,Menjana program python untuk mengoptimumkan pelbagai nombor,0.1712464988231659
712,Generate a program that takes a user's name and outputs a message welcoming them.,Menjana program yang mengambil nama pengguna dan mengeluarkan mesej yang menyambutnya.,0.04249323904514313
713,Create a program in Python to check if a given list is a subsequence of another given list,Buat program di Python untuk memeriksa sama ada senarai yang diberikan adalah berikutnya senarai yan...,-0.2878973186016083
714,Modify the code to perform minimax optimization,Ubah suai kod untuk melaksanakan pengoptimuman minimax,0.05739383026957512
715,Generate a C Progam to calculate the power of a number given a base and an exponent,Menjana progam c untuk mengira kuasa nombor yang diberi asas dan eksponen,-0.4089414179325104
716,Create an application for a virtual assistant that responds to natural language queries about sports...,Buat permohonan untuk pembantu maya yang bertindak balas terhadap pertanyaan bahasa semulajadi menge...,0.01250603049993515
717,Modify the following program to calculate the average of an array containing floats.,Ubah suai program berikut untuk mengira purata array yang mengandungi terapung.,-0.32526516914367676
718,Design a assembly language program to calculate the 3rd power of a given number.,Reka bentuk program bahasa pemasangan untuk mengira kuasa ke -3 nombor tertentu.,-0.5063651204109192
719,Generate a program that can find the sum of digits in a given number,Menjana program yang dapat menemui jumlah digit dalam nombor tertentu,0.16611647605895996
720,"Write a Swift program to display an alert message with a ""Cancel"" and ""OK"" button.","Tulis program SWIFT untuk memaparkan mesej amaran dengan butang ""Batal"" dan ""OK"".",-0.043945007026195526
721,Create an algorithm to generate random numbers within a certain range.,Buat algoritma untuk menjana nombor rawak dalam julat tertentu.,0.22808191180229187
722,Build a code to generate a random password.,Bina kod untuk menghasilkan kata laluan rawak.,0.43401452898979187
723,Create a Bash script that takes in a text string and prints out the character frequency of all the c...,Buat skrip bash yang mengambil rentetan teks dan mencetak kekerapan watak semua aksara dalam renteta...,-0.34310421347618103
724,Generate a program using Ruby to rotate an array a given number of times in clockwise direction,Menjana program menggunakan ruby untuk memutar array sebilangan kali dalam arah jam mengikut arah ja...,-0.48668840527534485
725,Create an algorithm that rearranges an array of integers in order from least to greatest.,Buat algoritma yang menyusun semula pelbagai integer supaya paling kurang dari yang paling besar.,-0.39196228981018066
726,Modify this given Python code to handle inputs of any size,Ubah suai kod python yang diberikan ini untuk mengendalikan input dari sebarang saiz,0.2754614055156708
727,Generate a MySQL query to calculate the average price for all items in a given table.,Menjana pertanyaan MySQL untuk mengira harga purata untuk semua item dalam jadual tertentu.,-0.10376547276973724
728,"Re-organize the list of dictionaries according to the value of the key ""name"".","Mengatur semula senarai kamus mengikut nilai ""nama"" utama.",-0.17456139624118805
729,Design a database schema in SQL to store movies and their reviews.,Reka bentuk skema pangkalan data di SQL untuk menyimpan filem dan ulasan mereka.,0.07767586410045624
730,Create a code to print the following pattern.,Buat kod untuk mencetak corak berikut.,0.19922825694084167
731,Generate a Random Forest classifier in Python,Menjana pengelas hutan rawak di python,-0.4392456114292145
732,Identify the causal relationship between the two variables.,Kenal pasti hubungan kausal antara kedua -dua pembolehubah.,0.021467017009854317
733,Optimise a genetic programming solution for a given problem,Mengoptimumkan penyelesaian pengaturcaraan genetik untuk masalah yang diberikan,0.248911514878273
734,Construct a JAVA program to print out the square of a number,Bina program Java untuk mencetak kuadrat nombor,0.133565753698349
735,Design an algorithm to multiply two given integers.,Reka bentuk algoritma untuk membiak dua bilangan bulat yang diberikan.,-0.318342387676239
736,Implement a queue data structure in python,Melaksanakan struktur data giliran di Python,-0.3826039433479309
737,Generate an algorithm in Python to reverse a sting.,Menjana algoritma dalam python untuk membalikkan sengatan.,0.027488168329000473
738,Design a class for a simple calculator,Reka Kelas untuk Kalkulator Ringkas,-0.33161118626594543
739,Find the entropy of a given data set.,Cari entropi set data yang diberikan.,-0.1929808259010315
740,Can you develop an algorithm to rotate an array of integers by k positions?,Bolehkah anda membangunkan algoritma untuk memutar pelbagai bilangan bulat oleh kedudukan K?,-0.13641990721225739
741,Design a program to optimize a given array of integers such that the difference between largest and ...,Reka bentuk program untuk mengoptimumkan pelbagai bilangan bulat yang diberikan sehingga perbezaan a...,0.08820244669914246
742,Convert the given array to an array of dictionaries in Python.,Tukar array yang diberikan kepada pelbagai kamus di Python.,-0.35860779881477356
743,Write a function in Java to convert a given string to its equivalent camel-case form.,Tulis fungsi di Java untuk menukar rentetan yang diberikan kepada bentuk kes unta yang setara.,-0.8522217869758606
744,Generate a Python regular expression that can identify valid email addresses.,Menjana ungkapan biasa Python yang dapat mengenal pasti alamat e -mel yang sah.,-0.2996848523616791
745,Write a C program to sort an array of integers,Tulis program C untuk menyusun pelbagai bilangan bulat,-0.4441346526145935
746,Develop a function to create a frequency table for a given data set.,Membangunkan fungsi untuk membuat jadual kekerapan untuk set data yang diberikan.,-0.27011120319366455
747,Generate a function that deletes repetitive elements from an array of integers.,Menjana fungsi yang memadamkan unsur -unsur berulang dari pelbagai bilangan bulat.,-0.44777220487594604
748,Generate the css for a basic website layout. The layout should contain two columns of equal width wi...,Menjana CSS untuk susun atur laman web asas. Susun atur harus mengandungi dua lajur lebar yang sama ...,-0.17530761659145355
749,Generate a SwiftUI application for displaying a list of countries.,Menjana permohonan Swiftui untuk memaparkan senarai negara.,-0.6198693513870239
750,Generate a HTML table to show the sales of a business for a given month,Menjana jadual HTML untuk menunjukkan jualan perniagaan untuk bulan tertentu,0.3112713694572449
751,Produce an algorithm for in-place reversal of a linked list,Menghasilkan algoritma untuk pembalikan di tempat senarai yang dipautkan,-0.39555224776268005
752,Create a function to convert a sentence into a dictionary of its words and their frequency in the se...,Buat fungsi untuk menukar ayat ke dalam kamus kata -kata dan kekerapannya dalam ayat,-0.21378301084041595
753,Generate a sequence of integer numbers in JavaScript in increasing order of 2.,Menjana urutan nombor integer dalam JavaScript dalam meningkatkan urutan 2.,-0.5250043869018555
754,Design an algorithm for converting a given binary tree into its linked list representation.,Reka bentuk algoritma untuk menukar pokok binari yang diberikan ke dalam perwakilan senarai yang dik...,-0.728800892829895
755,Generate a program to get the average of the data in the given list,Menjana program untuk mendapatkan purata data dalam senarai yang diberikan,0.16364356875419617
756,Suggest a better way to design the following C program that computes the Greatest Common Divisor of ...,Cadangkan cara yang lebih baik untuk mereka bentuk program C berikut yang mengira pembahagi biasa du...,-0.37499484419822693
757,Generate a Python class called Circle that stores the radius of a circle and calculates the area.,Menjana kelas python yang dipanggil bulatan yang menyimpan jejari bulatan dan mengira kawasan terseb...,-0.7050988078117371
758,Implement a code snippet to count the number of occurrences of a given character in a string.,Melaksanakan coretan kod untuk mengira bilangan kejadian watak tertentu dalam rentetan.,-0.30693963170051575
759,Write a Python code to traverse a binary tree in depth-first search (DFS),Tulis kod python untuk melintasi pokok binari dalam carian kedalaman pertama (DFS),-0.1538250595331192
760,Generate a program to sort a dictionary of key/value pairs numerically.,Menjana program untuk menyusun kamus pasangan kunci/nilai secara berangka.,-0.16380316019058228
761,Design a Minecraft mod that adds a random type of tree to the world on load.,Reka bentuk mod minecraft yang menambah jenis pokok rawak ke dunia pada beban.,-0.7478760480880737
762,Write a code to filter an array of strings by the length of each string,Tulis kod untuk menapis pelbagai rentetan dengan panjang setiap tali,-0.31380438804626465
763,Generate a k-Nearest Neighbours (KNN) classifier.,Menjana pengelas K-terdekat (KNN).,-0.522510826587677
764,Generate a code snippet to find the intersection of two lists.,Menjana coretan kod untuk mencari persimpangan dua senarai.,-0.2895537316799164
765,Write an Angular service for retrieving a list of users from a given API.,Tulis perkhidmatan sudut untuk mendapatkan senarai pengguna dari API yang diberikan.,-0.5051824450492859
766,Sort the following array of objects by their age in ascending order.,Susun pelbagai objek berikut dengan usia mereka dalam urutan menaik.,0.3007546663284302
767,Can you develop an algorithm to sort an array of integers using quick sort?,Bolehkah anda membangunkan algoritma untuk menyusun pelbagai bilangan bulat menggunakan jenis cepat?,-0.08115048706531525
768,Create an object-oriented program to represent a process,Buat program berorientasikan objek untuk mewakili proses,0.3951472043991089
769,Find and refine the most frequently occurring word in a given array of words.,Cari dan siapkan perkataan yang paling kerap berlaku dalam pelbagai perkataan yang diberikan.,0.0010288134217262268
770,Generate a unique 10-digit ID.,Menjana ID 10 digit yang unik.,0.44025900959968567
771,Find the common elements between two arrays.,Cari unsur -unsur biasa antara dua tatasusunan.,-0.15254732966423035
772,Create a method in Python that returns the result for the factorial of a given number.,Buat kaedah dalam python yang mengembalikan hasil untuk faktorial nombor tertentu.,-0.37381935119628906
773,"Given a list of numbers, sort the list in ascending and descending order.","Memandangkan senarai nombor, susun senarai dalam urutan menaik dan menurun.",0.01506483182311058
774,Compile and optimize an array of assembly code.,Menyusun dan mengoptimumkan pelbagai kod pemasangan.,0.07541167736053467
775,Create a function in JavaScript to convert a string to lowercase,Buat fungsi dalam JavaScript untuk menukar rentetan ke huruf kecil,0.0694141834974289
776,Create an SQL query that calculates the average age of users in the given table.,Buat pertanyaan SQL yang mengira umur purata pengguna dalam jadual yang diberikan.,-0.2843115031719208
777,Write an algorithm which takes in a sorted array of integers and returns the index of a given target...,Tulis algoritma yang mengambil pelbagai integer yang disusun dan mengembalikan indeks sasaran yang d...,0.17306548357009888
778,Design an algorithm that finds the most profitable sequence of trades,Reka bentuk algoritma yang menemui urutan perdagangan yang paling menguntungkan,0.36686405539512634
779,Generate a version 2 UUID.,Menjana versi 2 uuid.,-0.4236491322517395
780,Create a program to generate a random password containing at least 15 characters.,Buat program untuk menghasilkan kata laluan rawak yang mengandungi sekurang -kurangnya 15 aksara.,0.4455922544002533
781,Create a program for converting a list of integer to its equivalent binary representation .,Buat program untuk menukar senarai integer kepada perwakilan binari yang setara.,-0.5695045590400696
782,Create a code that takes an input string and returns a new string with all occurrences of a given ch...,Buat kod yang mengambil rentetan input dan mengembalikan rentetan baru dengan semua kejadian watak y...,-0.21516165137290955
783,Create a program that calculates the median from a given multidimensional array?,Buat program yang mengira median dari array multidimensi yang diberikan?,0.03041672334074974
784,Create a python program for encrypting and decrypting strings,Buat program Python untuk menyulitkan dan menyahsulit tali,-0.37076836824417114
785,Develop an optimization algorithm to maximize a given mathematical expression.,Membangunkan algoritma pengoptimuman untuk memaksimumkan ungkapan matematik yang diberikan.,0.16578635573387146
786,Generate a generalised expression to classify odd numbers.,Menjana ungkapan umum untuk mengklasifikasikan nombor ganjil.,-0.2655896842479706
787,Design a JavaScript program that uses a for-loop to count from 1 to a given number and then prints o...,Reka Program JavaScript yang menggunakan gelung untuk dikira dari 1 ke nombor tertentu dan kemudian ...,-0.2782251536846161
788,Select the appropriate use case for supervised learning.,Pilih kes penggunaan yang sesuai untuk pembelajaran yang diawasi.,-0.069538414478302
789,Write a function to return a subset of a string up to the nth character,Tulis fungsi untuk mengembalikan subset rentetan sehingga watak n,-0.5872882008552551
790,Make an Angular component to display names and respective job titles.,Buat komponen sudut untuk memaparkan nama dan tajuk pekerjaan masing -masing.,-0.13949042558670044
791,Generate a Python program to determine if a given binary tree is balanced,Menjana program python untuk menentukan sama ada pokok binari yang diberikan seimbang,-0.14767765998840332
792,Write an SQL query to return the average sales of the last quarter.,Tulis pertanyaan SQL untuk mengembalikan jualan purata suku terakhir.,-0.14205706119537354
793,Create an Angular component to display an alert popup.,Buat komponen sudut untuk memaparkan pop timbul.,-0.6355708241462708
794,Develop an algorithm to find the median element of an unsorted array of integers,Membangunkan algoritma untuk mencari elemen median dari pelbagai bilangan bulat,0.151325061917305
795,Generate a valid HTML code for a table,Menjana kod HTML yang sah untuk jadual,0.08264404535293579
796,Develop a Max heap from a given array of elements.,Membangunkan timbunan maksimum dari pelbagai elemen yang diberikan.,-0.3120593726634979
797,Generate an HTML page to display a table of countries and populations,Menjana halaman HTML untuk memaparkan jadual negara dan populasi,0.18026641011238098
798,Generate a program to print out the diagonal elements of a given matrix.,Menjana program untuk mencetak unsur -unsur pepenjuru matriks yang diberikan.,-0.4162537157535553
799,Generate a random 8 character alphanumeric string.,Menjana rentetan abjad angka 8 aksara rawak.,-0.23949310183525085
800,"Generate a SQL query to retrieve names, email addresses, and cities of all customers from a given ta...","Menjana pertanyaan SQL untuk mendapatkan nama, alamat e -mel, dan bandar -bandar dari semua pelangga...",-0.2500658333301544
801,Develop an algorithm to find the minimum element in a binary search tree,Membangunkan algoritma untuk mencari elemen minimum dalam pokok carian binari,0.030750945210456848
802,"Sort the given array of objects based on the ""name"" property.","Susun pelbagai objek yang diberikan berdasarkan harta ""nama"".",-0.3962569534778595
803,Generate a JavaScript script to count the occurrences of a given string in an array of strings.,Menjana skrip JavaScript untuk mengira kejadian rentetan yang diberikan dalam pelbagai rentetan.,-0.1740497350692749
804,Write a function to reverse a string using a stack.,Tulis fungsi untuk membalikkan rentetan menggunakan timbunan.,-0.6173089146614075
