index,source,translation,score
316,Write a Python code snippet to calculate the sum of the first 100 prime numbers.,Tulis coretan kod python untuk mengira jumlah nombor 100 utama pertama.,-0.1472422182559967
317,Generate an HTML table with 3 columns.,Menjana jadual HTML dengan 3 lajur.,0.19673368334770203
318,"Write a code for sorting the words within a sentence, alphabetically.","Tulis kod untuk menyusun kata -kata dalam ayat, mengikut abjad.",0.2720527946949005
319,Create a JavaScript function to convert a String to an array of words.,Buat fungsi JavaScript untuk menukar rentetan ke pelbagai perkataan.,-0.07406546175479889
320,Implement a sorting routine that takes an array of ints and sorts in ascending order.,Melaksanakan rutin penyortiran yang mengambil pelbagai INT dan macam dalam urutan menaik.,-0.6396687626838684
321,Generate a code to calculate the cosine similarity of two feature vectors.,Menjana kod untuk mengira kesamaan kosinus dua vektor ciri.,-0.4779641330242157
322,Create an algorithm for sorting a given array of numbers in ascending order.,Buat algoritma untuk menyusun pelbagai nombor dalam urutan menaik.,0.17807726562023163
323,Develop a Reinforcement Learning agent for a game of Connect-4.,Membangunkan ejen pembelajaran tetulang untuk permainan Connect-4.,-0.9204615354537964
324,Explain late binding in object-oriented programming.,Terangkan mengikat lewat dalam pengaturcaraan berorientasikan objek.,-0.4786677956581116
325,Write a method to delete a node from a circular linked list,Tulis kaedah untuk memadam nod dari senarai yang dipautkan bulat,-0.31449344754219055
326,Implement a Java class that can be used to find the average of a given array of integers.,Melaksanakan kelas Java yang boleh digunakan untuk mencari purata pelbagai bilangan bulat.,-0.3765760660171509
327,Design a neural network architecture for recognizing handwritten characters.,Reka bentuk seni bina rangkaian saraf untuk mengenali watak -watak tulisan tangan.,-0.2136080414056778
328,Can you come up with a SQL query to find the dates when records were inserted into the table?,Bolehkah anda membuat pertanyaan SQL untuk mencari tarikh apabila rekod dimasukkan ke dalam jadual?,-0.16956546902656555
329,Create a C++ program to calculate the average of arbitrary number of grades.,Buat program C ++ untuk mengira purata bilangan gred sewenang -wenangnya.,-0.4459923207759857
330,Convert the given string to a list without the punctuation.,Tukar rentetan yang diberikan ke senarai tanpa tanda baca.,-0.2102387547492981
331,"In Java, write a program to generate an array of random numbers from given range.","Di Java, tulis program untuk menghasilkan pelbagai nombor rawak dari julat yang diberikan.",0.002704627811908722
332,Write a code to optimize the performance of an Scikit-Learn Decision Tree classifier by tuning its p...,Tulis kod untuk mengoptimumkan prestasi pengelas pokok keputusan SCIKIT-belajar dengan menala parame...,-0.5994925498962402
333,Generate an Angular component to display a list of items.,Menjana komponen sudut untuk memaparkan senarai item.,-0.2147219330072403
334,Sort an array of integers from lowest to highest.,Susun pelbagai bilangan bulat dari terendah hingga tertinggi.,0.0770917683839798
335,Build a program that sorts a given list of strings in ascending alphabetical order.,Bina program yang menyusun senarai rentetan yang diberikan dalam susunan abjad menaik.,-0.004903070628643036
336,Write an SQL query to calculate the average weight of customers who are over 18.,Tulis pertanyaan SQL untuk mengira berat purata pelanggan yang berusia lebih dari 18 tahun.,0.03878006339073181
337,Generate a function to decrypt the data.,Menjana fungsi untuk menyahsulit data.,-0.10241934657096863
338,Generate a MySQL query to find all books with a specified title,Menjana pertanyaan mysql untuk mencari semua buku dengan tajuk yang ditentukan,0.1213248074054718
339,Write an algorithm that takes an array of integers and returns the maximum number of non-empty conne...,Tulis algoritma yang mengambil pelbagai bilangan bulat dan mengembalikan bilangan maksimum unsur-uns...,-0.051750075072050095
340,Develop a script that returns the largest string from a given list of strings.,Membangunkan skrip yang mengembalikan rentetan terbesar dari senarai rentetan yang diberikan.,-0.44552046060562134
341,"Create a Python function clamp that takes a number, a lower bound and an upper bound and clamps the ...","Buat pengapit fungsi python yang mengambil nombor, terikat bawah dan terikat atas dan mengapit nilai...",-0.7500778436660767
342,Develop a sorting algorithm,Mengembangkan algoritma penyortiran,0.4302525222301483
343,Create an event listener in JavaScript that listens for keyup events and prints the key code to the ...,Buat pendengar acara di JavaScript yang mendengar acara utama dan mencetak kod utama ke konsol.,-0.4117516279220581
344,Generate a Java code snippet for calculating the area of a circle.,Menjana coretan kod Java untuk mengira kawasan bulatan.,-0.1865479052066803
345,Implement an algorithm that reverses a string.,Melaksanakan algoritma yang membalikkan rentetan.,-0.28813955187797546
346,Generate a few SQL commands for quering an existing table in a PostgreSQL database,Menjana beberapa arahan SQL untuk mengadakan jadual yang ada dalam pangkalan data PostgreSQL,-0.02277667447924614
347,Create a HTML page featuring a table which displays the most recent tweets from the Donald Trump Twi...,Buat halaman HTML yang memaparkan jadual yang memaparkan tweet terbaru dari akaun Twitter Donald Tru...,-0.2020580768585205
348,Classify the following code snippet as an example of object-oriented programming:,Klasifikasi coretan kod berikut sebagai contoh pengaturcaraan berorientasikan objek:,-0.10286620259284973
349,Take an object with arbitrary depth and flatten it into a list.,Ambil objek dengan kedalaman sewenang -wenang dan meratakannya ke dalam senarai.,-0.3575061559677124
350,Write a code to generate a random password of the specified length.,Tulis kod untuk menghasilkan kata laluan rawak panjang yang ditentukan.,0.2915567457675934
351,Calculate the checksum of a given string.,Kirakan cek rentetan yang diberikan.,-0.6432245373725891
352,Create a for loop in JavaScript to iterate through a given array of users and print out a message we...,Buat A For Loop di JavaScript untuk melangkah melalui pelbagai pengguna yang diberikan dan mencetak ...,-0.3770626485347748
353,Generate a random alphanumeric string of 8 characters in length.,Menjana rentetan alfanumerik rawak 8 aksara panjang.,-0.06157493218779564
354,Can you write a JavaScript code to sort an array of strings alphabetically?,Bolehkah anda menulis kod JavaScript untuk menyusun pelbagai rentetan mengikut abjad?,0.2989240884780884
355,Construct a BST from a given array of distinct values.,Bina BST dari pelbagai nilai yang berbeza.,0.04202035814523697
356,Produce a JavaScript program to generate a multiplication table of 10.,Menghasilkan program JavaScript untuk menghasilkan jadual pendaraban 10.,-0.5831145644187927
357,Write a JavaScript program to output a random name from an array of strings.,Tulis program JavaScript untuk mengeluarkan nama rawak dari pelbagai rentetan.,-0.013963323086500168
358,Create a search engine for a given corpus of texts.,Buat enjin carian untuk korpus teks yang diberikan.,0.22441574931144714
359,Determine the time complexity of the following code fragment.,Tentukan kerumitan masa serpihan kod berikut.,-0.2594059109687805
360,Create a Go solution to animate the display of a sentence letter-by-letter.,Buat penyelesaian Go untuk menghidupkan paparan huruf-huruf demi huruf.,-0.3508298397064209
361,Create a program to print out the numbers in a given range omitting those divisible by 3.,Buat satu program untuk mencetak nombor dalam julat yang diberikan yang tidak dapat dibahagikan deng...,-0.09774547815322876
362,Write a code to download the content of a web page as a string.,Tulis kod untuk memuat turun kandungan laman web sebagai rentetan.,-0.016499295830726624
363,Write a code to generate an array of size n with random numbers between 0 and 10.,Tulis kod untuk menghasilkan pelbagai saiz n dengan nombor rawak antara 0 dan 10.,-0.0033283084630966187
364,Generate code to serialize a Python data dictionary into a JSON object,Menjana kod untuk bersiri kamus data python ke dalam objek JSON,0.1816328465938568
365,Generate a Ruby function that filters a list of strings and removes the ones shorter than 5 characte...,Menjana fungsi ruby yang menapis senarai rentetan dan membuang yang lebih pendek daripada 5 aksara.,-0.3235848546028137
366,Convert the following Matlab code into Python.,Tukar kod MATLAB berikut ke Python.,0.3764609396457672
367,Generate a class which prints the locations remained to visit,Menjana kelas yang mencetak lokasi yang terus dikunjungi,-0.520460307598114
368,Create a MySQL table to store product information.,Buat jadual MySQL untuk menyimpan maklumat produk.,0.38034090399742126
369,Produce a program for solving the Towers of Hanoi puzzle,Menghasilkan program untuk menyelesaikan menara teka -teki Hanoi,0.07740505039691925
370,Create a SQL query to fetch the top 3 posts sorted by likes in descending order from a posts table.,Buat pertanyaan SQL untuk mengambil 3 jawatan teratas yang disusun oleh suka dalam urutan menurun da...,-0.7192711234092712
371,Write code to parse the following XML string.,Tulis kod untuk menghuraikan rentetan XML berikut.,0.17307314276695251
372,Optimize the following code snippet to reduce its time complexity.,Mengoptimumkan coretan kod berikut untuk mengurangkan kerumitan masa.,0.04291381686925888
373,Construct a code in HTML and JavaScript to detect keyboards events,Bina kod dalam HTML dan JavaScript untuk mengesan peristiwa papan kekunci,-0.03341783955693245
374,Generate a SQL query to list the unique cities of customers in a table.,Menjana pertanyaan SQL untuk menyenaraikan bandar -bandar unik pelanggan dalam jadual.,-0.3320150375366211
375,Write a Bash script to backup the contents of a directory.,Tulis skrip bash untuk membuat sandaran kandungan direktori.,-0.5382858514785767
376,Generate a Json data structure.,Menjana struktur data JSON.,0.3529682457447052
377,Generate a HTML page displaying a chessboard game.,Menjana halaman HTML yang memaparkan permainan papan catur.,0.22179582715034485
378,Create a program to randomly shuffle the items in a list.,Buat program untuk mengosongkan item secara rawak dalam senarai.,0.08468684554100037
379,Create a MySQL query that displays all the product details from the products table,Buat pertanyaan mysql yang memaparkan semua butiran produk dari jadual produk,0.05032362416386604
380,Transform the following code into a generator,Mengubah kod berikut menjadi penjana,-0.7815475463867188
381,Write a JavaScript to filter out duplicate numbers from an array,Tulis JavaScript untuk menapis nombor pendua dari array,-0.02329413592815399
382,Generate a unique random string with a length of 10.,Menjana rentetan rawak yang unik dengan panjang 10.,-0.421535462141037
383,Generate a list of random numbers between given ranges.,Menjana senarai nombor rawak antara julat yang diberikan.,-0.114885613322258
384,Develop a neural network for automated machine translation.,Membangunkan rangkaian saraf untuk terjemahan mesin automatik.,0.19170406460762024
385,Create a Ruby program to generate a random number between a specified range,Buat program Ruby untuk menghasilkan nombor rawak antara julat yang ditentukan,-0.04731838032603264
386,Can you build a program to find the middle node of a linked list?,Bolehkah anda membina program untuk mencari nod tengah senarai yang dipautkan?,0.03099212981760502
387,Generate a program to compute all possible combinations of given letters,Menjana program untuk mengira semua kemungkinan kombinasi surat yang diberikan,0.21782487630844116
388,Reverse the elements of a given list.,Membalikkan unsur -unsur senarai tertentu.,-0.594477117061615
389,Write a code that takes in a list of strings and sorts it by length of the string.,Tulis kod yang mengambil dalam senarai rentetan dan menyusunnya dengan panjang rentetan.,-0.4181320071220398
390,Create a Rust program that reverses a string by word.,Buat program karat yang membalikkan rentetan dengan perkataan.,-0.7855086922645569
391,Write a Python program to convert a list to a tuple,Tulis program python untuk menukar senarai ke tuple,-0.41079217195510864
392,Develop a program to convert a list of strings to a dictionary with the key-value pair being the fir...,Membangunkan program untuk menukar senarai rentetan ke kamus dengan pasangan nilai utama menjadi ele...,-0.23169074952602386
393,Develop a classifier to determine whether a given word belongs to English or German language,Membangunkan pengelas untuk menentukan sama ada perkataan yang diberikan adalah bahasa Inggeris atau...,-0.32725027203559875
394,Construct an algorithm to traverse a tree.,Bina algoritma untuk melintasi pokok.,-0.0010623112320899963
395,Create an AI model for text recognition,Buat model AI untuk pengiktirafan teks,0.4230457544326782
396,Write a Python script to evaluate an expression given as a string.,Tulis skrip python untuk menilai ungkapan yang diberikan sebagai rentetan.,-0.5134270787239075
397,Create a new class called Player,Buat kelas baru yang dipanggil Pemain,0.13175974786281586
398,Build a decision tree from a given dataset,Bina pokok keputusan dari dataset yang diberikan,-0.1892339140176773
399,Construct a block of code to split a given string into individual words.,Bina blok kod untuk memecah rentetan yang diberikan kepada perkataan individu.,0.01021559163928032
400,Suggest some unit tests to test the code,Cadangkan beberapa ujian unit untuk menguji kod tersebut,0.13196247816085815
401,Build a program to convert an array of integers into an array of characters,Bina program untuk menukar pelbagai bilangan bulat ke dalam pelbagai watak,-0.5838183760643005
402,Rewrite the code in the provided comment to a working code,Tulis semula kod dalam komen yang disediakan untuk kod kerja,-0.20407208800315857
403,Generate a regular expression to match all words that start with a capital letter,Menjana ungkapan biasa untuk memadankan semua perkataan yang bermula dengan huruf besar,-0.10245360434055328
404,Transform an array of integers into a URI-friendly query string.,Mengubah pelbagai bilangan bulat ke dalam rentetan pertanyaan yang mesra URI.,-0.5881759524345398
405,Sort the following list of numbers in ascending order.,Susun senarai nombor berikut dalam urutan menaik.,0.3710801601409912
406,Write a database query to list customer emails over 21 years of age.,Tulis pertanyaan pangkalan data untuk menyenaraikan e -mel pelanggan lebih dari 21 tahun.,-0.415226548910141
407,Generate a random password of 8 characters by combining numbers and letters.,Menjana kata laluan rawak 8 aksara dengan menggabungkan nombor dan huruf.,0.46629437804222107
408,Generate python program create a search engine,Menjana Program Python Buat Enjin Carian,0.12917806208133698
409,Using the example data calculate the top 20 percent of the data.,Menggunakan data contoh mengira 20 peratus teratas data.,-0.2618809640407562
410,Generate a type-safe dictionary in C# with no duplicate keys.,Menjana kamus jenis selamat di C# tanpa kekunci pendua.,-0.6732098460197449
411,"Classify the following words as nouns, verbs, adjectives or adverbs.","Klasifikasi kata -kata berikut sebagai kata nama, kata kerja, kata sifat atau kata -kata.",-0.09823852777481079
412,Generate a Bash script to print the current date in the terminal,Menjana skrip bash untuk mencetak tarikh semasa di terminal,-0.6110507845878601
413,Convert the following code to print a reversed string.,Tukar kod berikut untuk mencetak rentetan terbalik.,-0.06362278759479523
414,"Given an array of elements, create a function to calculate the frequency at which each element appea...","Memandangkan pelbagai elemen, buat fungsi untuk mengira kekerapan di mana setiap elemen muncul.",-0.36787888407707214
415,Suggest an algorithm for converting a binary tree to a double linked list.,Cadangkan algoritma untuk menukar pokok binari ke senarai dikaitkan ganda.,-0.582833468914032
416,"Given a link list, sort it in ascending order.","Memandangkan senarai pautan, menyusunnya dalam urutan menaik.",-0.039731189608573914
417,Implement a priority queue in Java.,Melaksanakan giliran keutamaan di Java.,-0.6251091957092285
418,Generate a function to convert a given number in its binary form,Menjana fungsi untuk menukar nombor tertentu dalam bentuk binari,-0.030813340097665787
419,Construct a function in JavaScript to reverse a given string,Bina fungsi dalam JavaScript untuk membalikkan rentetan yang diberikan,0.09690393507480621
420,Compute the duration of a song.,Kirakan tempoh lagu.,-0.1328587532043457
421,Generate a SQL query that retrieves all the records from the 'Users' table.,Menjana pertanyaan SQL yang mengambil semua rekod dari jadual 'Pengguna'.,-0.5077311992645264
422,Write a code to generate random color in hexadecimal format.,Tulis kod untuk menghasilkan warna rawak dalam format heksadesimal.,0.41030922532081604
423,Create a SQL query that output the average price of items with a given name.,Buat pertanyaan SQL yang mengeluarkan harga purata item dengan nama tertentu.,-0.38071390986442566
424,Create a Ruby program to group a list of numerical input by a given range,Buat program Ruby untuk mengumpulkan senarai input berangka dengan julat yang diberikan,-0.2324688732624054
425,Create a regular expression to verify a valid email address.,Buat ungkapan biasa untuk mengesahkan alamat e -mel yang sah.,0.04068586975336075
426,Construct a for loop which prints the numbers from 5 to 10.,Bina A untuk gelung yang mencetak nombor dari 5 hingga 10.,-0.4916563928127289
427,Generate a program to get the BFS traversal of a Binary Tree.,Menjana program untuk mendapatkan BFS traversal pokok binari.,-0.7187216281890869
428,Create a function to count the number of occurrences of the following word in a sentence:,Buat fungsi untuk mengira bilangan kejadian perkataan berikut dalam ayat:,-0.07827714085578918
429,"Split a string using the regex pattern ""\s+""","Pecahkan rentetan menggunakan corak regex ""\ s+""",-0.5566555261611938
430,write a SQL query to sort customers by their last name,Tulis pertanyaan SQL untuk menyusun pelanggan dengan nama belakang mereka,0.03636692464351654
431,Write a Python code to get the intersection of two given arrays.,Tulis kod python untuk mendapatkan persimpangan dua tatasusunan yang diberikan.,-0.10966210067272186
432,Create a SQL query to update the value of a particular column in a table.,Buat pertanyaan SQL untuk mengemas kini nilai lajur tertentu dalam jadual.,-0.2262146770954132
433,Implement a method to take a string and return its corresponding MD5 hash,Melaksanakan kaedah untuk mengambil rentetan dan mengembalikan hash MD5 yang sepadan,-0.33816686272621155
434,Write a Python program to display the multiplication table of a given number.,Tulis program python untuk memaparkan jadual pendaraban nombor tertentu.,-0.1475471407175064
435,Generate a programs that turns a nested array into a flat array.,Menjana program yang menjadikan array bersarang menjadi array rata.,-0.4821026027202606
436,Suggest a Python version of the following JavaScript code.,Cadangkan versi python kod JavaScript berikut.,0.15723580121994019
437,Create a program that finds the longest common prefix between a list of strings,Buat program yang menemui awalan biasa terpanjang antara senarai rentetan,-0.7500269412994385
438,Write an exception handler for a ZeroDivisionError.,Tulis pengendali pengecualian untuk zerodivisionerror.,-0.7733287811279297
439,Come up with a compressed way to store a given string of 10 characters such that the final size is r...,Datang dengan cara yang dimampatkan untuk menyimpan rentetan 10 aksara yang diberikan supaya saiz ak...,-0.24117323756217957
440,Create a PHP script to retrieve the records from a given table.,Buat skrip PHP untuk mendapatkan rekod dari jadual yang diberikan.,-0.022973138839006424
441,Write a short code snippet to convert the following date from UTC to EST,Tulis coretan kod pendek untuk menukar tarikh berikut dari UTC ke EST,0.3528842031955719
442,Generate a Python dictionary that tracks the frequency of letters in a given string.,Menjana kamus python yang menjejaki kekerapan huruf dalam rentetan yang diberikan.,-0.3462925851345062
443,Create a React Native mobile application for a service marketplace.,Buat aplikasi mudah alih asli untuk pasaran perkhidmatan.,-0.2584303915500641
444,Design a recursive program for calculating the factorial of a given number.,Reka bentuk program rekursif untuk mengira faktorial nombor tertentu.,-0.17644929885864258
445,Implement a search algorithm that sorts an array of strings based on a user-specified pattern.,Melaksanakan algoritma carian yang menyusun pelbagai rentetan berdasarkan corak yang ditentukan oleh...,0.07915310561656952
446,Generate a random sequence of integers without repeats.,Menjana urutan integer rawak tanpa ulangan.,-0.49598219990730286
447,Identify the problem in the code snippet.,Kenal pasti masalah dalam coretan kod.,0.06626236438751221
448,Create a program to print out a multiplication table of size n x n.,Buat program untuk mencetak jadual pendaraban saiz n x n.,-0.8007768988609314
449,How can you convert an array of numbers to an array of strings?,Bagaimanakah anda boleh menukar pelbagai nombor ke pelbagai rentetan?,-0.16102787852287292
450,"Generate the binary tree representation for the following string ""ABCD"".","Menjana perwakilan pokok binari untuk rentetan berikut ""ABCD"".",-0.5694109797477722
451,Generate a Python script to convert cents to dollars.,Menjana skrip python untuk menukar sen kepada dolar.,-0.07745574414730072
452,Create a function to print out a multiplication table,Buat fungsi untuk mencetak jadual pendaraban,-0.7006822228431702
453,Generate code to convert an integer to its binary string representation.,Menjana kod untuk menukar integer ke perwakilan rentetan binari.,-0.8497045636177063
454,Design a MySql query to delete all records in a table called Products.,Reka bentuk pertanyaan MySQL untuk memadam semua rekod dalam jadual yang dipanggil produk.,-0.5693254470825195
455,Design an algorithm to calculate the greatest common divisor of two integers,Reka bentuk algoritma untuk mengira pembahagi biasa dua bilangan bulat,0.2215748131275177
456,Write a code to generate all valid parentheses combinations of a given length.,Tulis kod untuk menghasilkan semua kombinasi tanda kurung yang sah dari panjang yang diberikan.,0.0298520028591156
457,Create an R program to calculate moving average for a given time series.,Buat program R untuk mengira purata bergerak untuk siri masa tertentu.,-0.1932392120361328
458,Generate an HTML table with the following data.,Menjana jadual HTML dengan data berikut.,0.2784692049026489
459,Write code that converts a string into a set of characters,Tulis kod yang menukar rentetan menjadi satu set aksara,-0.07206392288208008
460,Write a regular expression to match a valid email address.,Tulis ungkapan biasa untuk memadankan alamat e -mel yang sah.,-0.025609496980905533
461,Write a Racket (a Lisp dialect) macro that squares a number.,Tulis makro raket (dialek LISP) yang kuadrat nombor.,-0.713149905204773
462,Generate a random 8 letter alphanumeric string,Menjana rentetan alfanumerik 8 huruf rawak,0.1714583784341812
463,Optimize the performance of a given neural network.,Mengoptimumkan prestasi rangkaian saraf yang diberikan.,-0.16411623358726501
464,Generate a SQL statement to view the records of the Player table,Menjana pernyataan SQL untuk melihat rekod jadual pemain,0.06202336773276329
465,Create a neural network model that can be used for prediction,Buat model rangkaian saraf yang boleh digunakan untuk ramalan,0.3574635982513428
466,Design a sorting algorithm to arrange a given array of integers in ascending order.,Reka bentuk algoritma penyortiran untuk mengatur pelbagai integer yang diberikan dalam urutan menaik...,0.17993159592151642
467,Write a code to calculate the average of all elements of an array.,Tulis kod untuk mengira purata semua elemen array.,0.29858407378196716
468,Generate a sample of 5 instances of a given class.,Menjana sampel 5 contoh kelas tertentu.,0.09039150178432465
469,Create a C# generic Linked List class.,Buat kelas senarai C# generik yang dipautkan.,-0.6219034790992737
470,Generate a Powershell script to enumerate the current user's permissions on a windows machine.,Menjana skrip PowerShell untuk menghitung keizinan pengguna semasa pada mesin Windows.,-0.0030242055654525757
471,Convert the following JavaScript array to a comma-separated string.,Tukar array JavaScript berikut ke rentetan yang dipisahkan koma.,-0.10318820178508759
472,Create a code snippet to substitute all instances of one word with another word in a given string in...,Buat coretan kod untuk menggantikan semua contoh satu perkataan dengan perkataan lain dalam rentetan...,0.07834096252918243
473,Construct a regular expression to detect a 5-digit zip code.,Bina ungkapan biasa untuk mengesan kod zip 5 digit.,-0.04709963873028755
474,Generate a program to classify the sentiment of a sentence using Machine Learning,Menjana program untuk mengklasifikasikan sentimen ayat menggunakan pembelajaran mesin,0.26062530279159546
475,Construct a python program that analyzes the occurrence of different words in a text,Bina program python yang menganalisis berlakunya kata -kata yang berbeza dalam teks,0.0762469545006752
476,Create a MySQL database schema for a 'Products' table which will store information about products an...,Buat skema pangkalan data MySQL untuk jadual 'produk' yang akan menyimpan maklumat mengenai produk d...,0.17156580090522766
477,Create a HTML page that contains a table of a student's grades in a course.,Buat halaman HTML yang mengandungi jadual gred pelajar dalam kursus.,0.000351879745721817
478,create a program to convert a given list of strings in to a dictionary with the index of the list as...,Buat program untuk menukar senarai rentetan yang diberikan kepada kamus dengan indeks senarai sebaga...,-0.1475818157196045
479,Create a program to generate a random password of 8 characters made up of upper and lowercase letter...,Buat program untuk menghasilkan kata laluan rawak 8 aksara yang terdiri daripada huruf atas dan huru...,0.34410974383354187
480,Generate a code to encode a piece of text.,Menjana kod untuk menyandikan sekeping teks.,0.22509881854057312
481,Generate a program to find out if the number is divisible by 10.,Menjana program untuk mengetahui sama ada nombor itu boleh dibahagikan dengan 10.,0.14426006376743317
482,Devise a genetic algorithm to find an approximation of the Euler number,Merangka algoritma genetik untuk mencari penghampiran nombor euler,-0.03231213614344597
483,Design a UI for a messaging app,Reka bentuk UI untuk aplikasi pemesejan,0.10446266829967499
484,Create a Python function that searches a given list of strings for a match. The function should retu...,Buat fungsi python yang mencari senarai rentetan yang diberikan untuk perlawanan. Fungsi ini harus d...,-0.4707431495189667
485,Generate an appropriate test case to validate the following java method.,Menjana kes ujian yang sesuai untuk mengesahkan kaedah Java berikut.,-0.1905132234096527
486,Develop a regular expression to match words that contain a specific sequence of two or more letters.,Membangunkan ungkapan biasa untuk memadankan kata -kata yang mengandungi urutan tertentu dua atau le...,-0.06314057111740112
487,Generate a random password that has a length of 10 characters and consists of alphanumeric character...,Menjana kata laluan rawak yang mempunyai panjang 10 aksara dan terdiri daripada aksara alfanumerik d...,0.48946666717529297
488,Create a bot that can play the game of Battleships,Buat bot yang boleh memainkan permainan kapal perang,0.4466584622859955
489,Construct an HTML form to submit the details of a user.,Bina borang HTML untuk menyerahkan butiran pengguna.,0.21253064274787903
490,Create a basic end-to-end machine learning model,Buat model pembelajaran mesin akhir-ke-akhir asas,-0.240934818983078
491,Generate a Go program to take in an array of strings and return a new array with the same strings in...,Menjana program GO untuk mengambil pelbagai rentetan dan mengembalikan array baru dengan rentetan ya...,-0.44179198145866394
492,Generate a JSON string from the given data,Menjana rentetan json dari data yang diberikan,-0.3783297538757324
493,Classify the given instruction as breadth-first search or depth-first search.,Klasifikasi arahan yang diberikan sebagai carian terlebih dahulu atau carian mendalam.,-0.36670371890068054
494,Write a Python program to find the armstrong numbers in a given range. An armstrong number is a numb...,Tulis program Python untuk mencari nombor Armstrong dalam julat tertentu. Nombor Armstrong adalah no...,-0.25603464245796204
495,Modify the following code to capitalize the first letter in every word,Ubah suai kod berikut untuk memanfaatkan huruf pertama dalam setiap perkataan,0.2298913598060608
496,Construct a regular expression that matches email addresses.,Bina ungkapan biasa yang sepadan dengan alamat e -mel.,-0.3491514325141907
497,Create a basic React component that takes a string as an argument and displays it in bold.,Buat komponen reaksi asas yang mengambil rentetan sebagai hujah dan memaparkannya dengan berani.,-0.31643614172935486
498,Create a SQL query to count the number of records in a table.,Buat pertanyaan SQL untuk mengira bilangan rekod dalam jadual.,-0.13168495893478394
499,Can you write code to print all permutations of a string?,Bolehkah anda menulis kod untuk mencetak semua permutasi rentetan?,0.1885094791650772
500,Design a Monte Carlo Algorithm to estimate the area under a curve.,Reka bentuk algoritma Monte Carlo untuk menganggarkan kawasan di bawah lengkung.,-0.06937845051288605
501,Write a sorting algorithm that can efficiently sort an array of strings containing numbers.,Tulis algoritma penyortiran yang dapat menyusun pelbagai rentetan yang mengandungi nombor.,0.2567855417728424
502,Suggest a algorithm to optimize the travelling salesman problem,Cadangkan algoritma untuk mengoptimumkan masalah jurujual perjalanan,-0.26216867566108704
503,Write a web scraper to extract all reviews from an online site.,Tulis pengikis web untuk mengekstrak semua ulasan dari laman web dalam talian.,-0.2814423441886902
504,Generate a code to compute the median of an array.,Menjana kod untuk mengira median array.,-0.09022960066795349
505,Create a program for encrypting a given string,Buat program untuk menyulitkan rentetan yang diberikan,-0.25918862223625183
506,Change the given code to produce an equivalent solution using a while loop instead of a for loop.,Tukar kod yang diberikan untuk menghasilkan penyelesaian yang setara dengan menggunakan gelung semen...,-0.7023763060569763
507,Construct a for loop in Python to iterate over a list of strings and print each string.,Bina A untuk gelung di Python untuk melangkah ke atas senarai rentetan dan cetak setiap rentetan.,-0.7205997109413147
508,Build a neural network model to predict house prices,Bina model rangkaian saraf untuk meramalkan harga rumah,0.4202657639980316
509,Develop a program to print a string in reverse.,Membangunkan program untuk mencetak rentetan secara terbalik.,-0.2925556004047394
510,Write a regular expression to match a valid email address.,Tulis ungkapan biasa untuk memadankan alamat e -mel yang sah.,-0.025609496980905533
511,Devise a program to calculate the number of possible permutations of a string.,Merangka program untuk mengira bilangan permutasi yang mungkin dari rentetan.,-0.32689353823661804
512,Implement a two-sum algorithm for a given array of integers.,Melaksanakan algoritma dua jumlah untuk pelbagai bilangan bulat.,-0.21190717816352844
513,Create a React application that applies a vocabulary filter to a list of words,Buat aplikasi React yang menggunakan penapis perbendaharaan kata untuk senarai perkataan,-0.0029463693499565125
514,Calculate the sum of the following list using the reduce() method:,Kirakan jumlah senarai berikut menggunakan kaedah mengurangkan ():,0.1111711859703064
515,Can you devise a Bash command for calculating the total disk usage of the current directory?,Bolehkah anda membuat perintah bash untuk mengira jumlah penggunaan cakera direktori semasa?,0.20408189296722412
516,Design a program to find the largest number in a given array,Merancang program untuk mencari nombor terbesar dalam pelbagai tertentu,-0.44246676564216614
517,Develop a voice recognition app,Membangunkan aplikasi Pengiktirafan Suara,0.09780587255954742
518,Generate a code that finds the most repeated character in a given string,Menjana kod yang menemui watak yang paling berulang dalam rentetan yang diberikan,-0.276451051235199
519,Design a hash table in Python,Reka Jadual Hash di Python,-0.6488005518913269
520,Generate a tree structure from an arbitrary nested JSON object.,Menjana struktur pokok dari objek JSON bersarang sewenang -wenangnya.,-0.734096109867096
521,Implement a function that finds and prints all pairs of numbers in a list that sum up to a given num...,Melaksanakan fungsi yang menemui dan mencetak semua pasangan nombor dalam senarai yang merangkumi no...,-0.34547826647758484
522,Write an R script to generate a barplot,Tulis skrip R untuk menjana barplot,-0.48610755801200867
523,Generate a JavaScript programcount the number of vowels in a string.,Menjana program JavaScript yang mengira bilangan vokal dalam rentetan.,-0.07593870162963867
524,Generate a new string consisting of the characters present in both input strings.,Menjana rentetan baru yang terdiri daripada watak -watak yang terdapat dalam kedua -dua rentetan inp...,-0.38981762528419495
525,Create a C program to convert an Upper-case string to Lower-case.,Buat program C untuk menukar rentetan kes atas ke kes yang lebih rendah.,-0.612447202205658
526,Generate a concise summary for this given text,Menghasilkan ringkasan ringkas untuk teks yang diberikan ini,-0.10292591154575348
527,Parse an array of integers and sort them in ascending order.,Mengurangkan pelbagai bilangan bulat dan menyusunnya dalam urutan menaik.,-0.2728869616985321
528,Analyze the sentiment of a given text using Python,Menganalisis sentimen teks tertentu menggunakan python,0.3457827568054199
